Order_ID,Order_Date,Region,Category,Product,Units_Sold,Unit_Price,Discount,Revenue,Cost,Profit
ORD-0530,2025-10-29,Central,Furniture,Desk Lamp,3,39.99,0.1,107.97,54.0,53.97
ORD-0531,2025-03-13,Southeast,Technology,Laptop Stand,10,54.99,0,549.9,280.0,269.9
ORD-0532,2025-09-30,Central,Furniture,Standing Desk,6,329.99,0.15,1682.95,1230.0,452.95
ORD-0533,2025-05-30,Central,Furniture,Bookshelf,9,119.99,0.15,917.92,612.0,305.92
ORD-0534,2025-02-18,Southeast,Office Supplies,Notebook Pack,5,14.99,0.15,63.71,30.0,33.71
ORD-0535,2025-03-06,Southeast,Technology,Wireless Mouse,12,29.99,0,359.88,156.0,203.88
ORD-0536,2025-05-07,West,Office Supplies,Desk Organizer,10,24.99,0.15,212.41,100.0,112.41
ORD-0537,2025-05-18,West,Office Supplies,Gel Pen Set,2,9.99,0.15,16.98,7.0,9.98
ORD-0538,2025-02-17,West,Furniture,Bookshelf,12,119.99,0,1439.88,816.0,623.88
ORD-0539,2025-08-21,West,Office Supplies,Notebook Pack,12,14.99,0,179.88,72.0,107.88
ORD-0540,2025-08-23,Central,Technology,USB-C Hub,4,44.99,0.05,170.96,80.0,90.96
ORD-0541,2025-04-19,West,Office Supplies,Printer Paper,5,11.99,0,59.95,25.0,34.95
ORD-0542,2025-10-08,Southeast,Furniture,Desk Lamp,6,39.99,0.15,203.95,108.0,95.95
ORD-0543,2025-01-25,Northeast,Technology,USB-C Hub,1,44.99,0,44.99,20.0,24.99
ORD-0544,2025-03-22,West,Office Supplies,Notebook Pack,7,14.99,0,104.93,42.0,62.93
ORD-0545,2025-12-19,Southeast,Furniture,Bookshelf,3,119.99,0,359.97,204.0,155.97
ORD-0546,2025-02-17,Central,Office Supplies,Notebook Pack,6,14.99,0.15,76.45,36.0,40.45
ORD-0547,2025-11-29,Southeast,Technology,USB-C Hub,11,44.99,0,494.89,220.0,274.89
ORD-0548,2025-12-25,Southeast,Office Supplies,Notebook Pack,12,14.99,0,179.88,72.0,107.88
ORD-0549,2025-01-01,Southeast,Office Supplies,Notebook Pack,3,14.99,0.1,40.47,18.0,22.47
ORD-0550,2025-04-26,West,Technology,Laptop Stand,12,54.99,0,659.88,336.0,323.88
ORD-0551,2025-03-03,West,Furniture,Standing Desk,8,329.99,0,2639.92,1640.0,999.92
ORD-0552,2025-04-28,West,Technology,Laptop Stand,2,54.99,0,109.98,56.0,53.98
ORD-0553,2025-07-08,Central,Technology,USB-C Hub,3,44.99,0.15,114.72,60.0,54.72
ORD-0554,2025-12-13,Southeast,Technology,Laptop Stand,10,54.99,0.15,467.41,280.0,187.41
ORD-0555,2025-03-26,West,Office Supplies,Desk Organizer,11,24.99,0.15,233.66,110.0,123.66
ORD-0556,2025-03-19,West,Furniture,Desk Lamp,4,39.99,0,159.96,72.0,87.96
ORD-0557,2025-02-21,Southeast,Technology,USB-C Hub,6,44.99,0.05,256.44,120.0,136.44
ORD-0558,2025-06-11,Southeast,Technology,Mechanical Keyboard,11,79.99,0,879.89,429.0,450.89
ORD-0559,2025-05-08,Central,Furniture,Office Chair,11,189.99,0,2089.89,1155.0,934.89
ORD-0560,2025-04-16,Southeast,Furniture,Desk Lamp,5,39.99,0.15,169.96,90.0,79.96
ORD-0561,2025-01-28,Southeast,Office Supplies,Gel Pen Set,2,9.99,0,19.98,7.0,12.98
ORD-0562,2025-09-13,Northeast,Furniture,Office Chair,6,189.99,0,1139.94,630.0,509.94
ORD-0563,2025-03-09,West,Furniture,Desk Lamp,6,39.99,0.1,215.95,108.0,107.95
ORD-0564,2025-12-16,Southeast,Office Supplies,Notebook Pack,1,14.99,0.1,13.49,6.0,7.49
ORD-0565,2025-02-04,Northeast,Office Supplies,Desk Organizer,1,24.99,0,24.99,10.0,14.99
ORD-0566,2025-07-23,Central,Furniture,Desk Lamp,7,39.99,0.15,237.94,126.0,111.94
ORD-0567,2025-07-25,Northeast,Furniture,Standing Desk,5,329.99,0,1649.95,1025.0,624.95
ORD-0568,2025-06-08,Northeast,Furniture,Standing Desk,3,329.99,0.1,890.97,615.0,275.97
ORD-0569,2025-06-17,West,Furniture,Office Chair,5,189.99,0.15,807.46,525.0,282.46
ORD-0570,2025-08-12,Southeast,Technology,Wireless Mouse,2,29.99,0.05,56.98,26.0,30.98
ORD-0571,2025-03-01,West,Furniture,Office Chair,5,189.99,0.15,807.46,525.0,282.46
ORD-0572,2025-12-03,Southeast,Technology,Laptop Stand,12,54.99,0,659.88,336.0,323.88
ORD-0573,2025-12-26,Northeast,Technology,USB-C Hub,6,44.99,0.1,242.95,120.0,122.95
ORD-0574,2025-09-22,Central,Technology,Mechanical Keyboard,3,79.99,0.15,203.97,117.0,86.97
ORD-0575,2025-05-18,Northeast,Technology,Mechanical Keyboard,7,79.99,0,559.93,273.0,286.93
ORD-0576,2025-09-26,Northeast,Office Supplies,Notebook Pack,8,14.99,0.05,113.92,48.0,65.92
ORD-0577,2025-09-19,Central,Technology,USB-C Hub,10,44.99,0,449.9,200.0,249.9
ORD-0578,2025-07-08,Southeast,Office Supplies,Notebook Pack,10,14.99,0.15,127.42,60.0,67.42
ORD-0579,2025-03-01,Southeast,Furniture,Office Chair,1,189.99,0,189.99,105.0,84.99
ORD-0580,2025-05-06,Northeast,Office Supplies,Printer Paper,7,11.99,0,83.93,35.0,48.93
ORD-0581,2025-04-02,Northeast,Furniture,Desk Lamp,4,39.99,0,159.96,72.0,87.96
ORD-0582,2025-05-08,West,Furniture,Bookshelf,5,119.99,0,599.95,340.0,259.95
ORD-0583,2025-10-20,Central,Technology,Laptop Stand,3,54.99,0,164.97,84.0,80.97
ORD-0584,2025-09-22,Northeast,Office Supplies,Notebook Pack,8,14.99,0,119.92,48.0,71.92
ORD-0585,2025-06-09,Central,Technology,USB-C Hub,1,44.99,0,44.99,20.0,24.99
ORD-0586,2025-04-13,Central,Furniture,Bookshelf,12,119.99,0.1,1295.89,816.0,479.89
ORD-0587,2025-05-05,West,Office Supplies,Gel Pen Set,4,9.99,0.15,33.97,14.0,19.97
ORD-0588,2025-10-07,Southeast,Technology,Laptop Stand,7,54.99,0,384.93,196.0,188.93
ORD-0589,2025-04-30,Central,Furniture,Office Chair,6,189.99,0,1139.94,630.0,509.94
ORD-0590,2025-12-03,West,Furniture,Bookshelf,2,119.99,0,239.98,136.0,103.98
ORD-0591,2025-09-29,Southeast,Office Supplies,Gel Pen Set,1,9.99,0,9.99,3.5,6.49
ORD-0592,2025-12-31,Central,Technology,Laptop Stand,4,54.99,0.1,197.96,112.0,85.96
ORD-0593,2025-07-31,Central,Office Supplies,Notebook Pack,10,14.99,0,149.9,60.0,89.9
ORD-0594,2025-09-16,Southeast,Furniture,Desk Lamp,2,39.99,0.1,71.98,36.0,35.98
ORD-0595,2025-10-18,Northeast,Office Supplies,Desk Organizer,4,24.99,0,99.96,40.0,59.96
ORD-0596,2025-05-14,Central,Office Supplies,Printer Paper,6,11.99,0.05,68.34,30.0,38.34
ORD-0597,2025-05-20,Southeast,Technology,Wireless Mouse,3,29.99,0.1,80.97,39.0,41.97
ORD-0598,2025-02-25,Southeast,Technology,Wireless Mouse,8,29.99,0.05,227.92,104.0,123.92
ORD-0599,2025-06-10,West,Technology,Mechanical Keyboard,4,79.99,0.05,303.96,156.0,147.96
ORD-0600,2025-06-07,West,Office Supplies,Notebook Pack,2,14.99,0,29.98,12.0,17.98
ORD-0601,2025-12-18,Central,Furniture,Office Chair,4,189.99,0,759.96,420.0,339.96
ORD-0602,2025-03-17,Northeast,Furniture,Standing Desk,6,329.99,0.05,1880.94,1230.0,650.94
ORD-0603,2025-09-20,Northeast,Furniture,Bookshelf,5,119.99,0,599.95,340.0,259.95
ORD-0604,2025-01-16,West,Office Supplies,Desk Organizer,2,24.99,0.05,47.48,20.0,27.48
ORD-0605,2025-02-22,Southeast,Technology,Laptop Stand,1,54.99,0,54.99,28.0,26.99
ORD-0606,2025-03-08,Southeast,Office Supplies,Printer Paper,11,11.99,0.15,112.11,55.0,57.11
ORD-0607,2025-11-27,Northeast,Furniture,Bookshelf,2,119.99,0,239.98,136.0,103.98
ORD-0608,2025-02-03,Southeast,Furniture,Desk Lamp,3,39.99,0,119.97,54.0,65.97
ORD-0609,2025-06-19,Northeast,Technology,USB-C Hub,1,44.99,0,44.99,20.0,24.99
ORD-0610,2025-10-21,West,Furniture,Desk Lamp,8,39.99,0,319.92,144.0,175.92
ORD-0611,2025-07-15,West,Technology,Mechanical Keyboard,4,79.99,0,319.96,156.0,163.96
ORD-0612,2025-05-21,Central,Office Supplies,Desk Organizer,1,24.99,0.1,22.49,10.0,12.49
ORD-0613,2025-11-14,Southeast,Furniture,Bookshelf,8,119.99,0.05,911.92,544.0,367.92
ORD-0614,2025-10-09,West,Technology,Laptop Stand,5,54.99,0.05,261.2,140.0,121.2
ORD-0615,2025-03-12,West,Technology,Wireless Mouse,11,29.99,0.1,296.9,143.0,153.9
ORD-0616,2025-01-10,West,Furniture,Bookshelf,8,119.99,0.1,863.93,544.0,319.93
ORD-0617,2025-09-06,Central,Furniture,Bookshelf,7,119.99,0,839.93,476.0,363.93
ORD-0618,2025-04-03,Northeast,Office Supplies,Desk Organizer,1,24.99,0,24.99,10.0,14.99
ORD-0619,2025-01-30,West,Furniture,Bookshelf,10,119.99,0,1199.9,680.0,519.9
ORD-0620,2025-03-23,Northeast,Technology,Wireless Mouse,5,29.99,0.1,134.95,65.0,69.95
ORD-0621,2025-01-29,Southeast,Furniture,Desk Lamp,6,39.99,0,239.94,108.0,131.94
ORD-0622,2025-04-01,Southeast,Furniture,Bookshelf,12,119.99,0.15,1223.9,816.0,407.9
ORD-0623,2025-07-03,Northeast,Furniture,Bookshelf,10,119.99,0.1,1079.91,680.0,399.91
ORD-0624,2025-03-14,Southeast,Office Supplies,Printer Paper,3,11.99,0.05,34.17,15.0,19.17
ORD-0625,2025-01-20,Northeast,Technology,Wireless Mouse,10,29.99,0,299.9,130.0,169.9
ORD-0626,2025-01-11,West,Technology,Mechanical Keyboard,10,79.99,0,799.9,390.0,409.9
ORD-0627,2025-03-08,Central,Furniture,Standing Desk,6,329.99,0,1979.94,1230.0,749.94
ORD-0628,2025-01-12,Southeast,Furniture,Standing Desk,2,329.99,0.1,593.98,410.0,183.98
ORD-0629,2025-07-06,Northeast,Office Supplies,Gel Pen Set,10,9.99,0,99.9,35.0,64.9
ORD-0630,2025-06-22,Central,Office Supplies,Desk Organizer,3,24.99,0.15,63.72,30.0,33.72
ORD-0631,2025-08-12,West,Furniture,Bookshelf,3,119.99,0.15,305.97,204.0,101.97
ORD-0632,2025-10-15,Central,Technology,Wireless Mouse,7,29.99,0,209.93,91.0,118.93
ORD-0633,2025-12-19,Central,Technology,Wireless Mouse,12,29.99,0,359.88,156.0,203.88
ORD-0634,2025-12-26,West,Furniture,Office Chair,3,189.99,0.1,512.97,315.0,197.97
ORD-0635,2025-06-12,Southeast,Furniture,Office Chair,8,189.99,0,1519.92,840.0,679.92
ORD-0636,2025-06-19,Northeast,Technology,Mechanical Keyboard,6,79.99,0,479.94,234.0,245.94
ORD-0637,2025-11-22,Northeast,Furniture,Bookshelf,8,119.99,0,959.92,544.0,415.92
ORD-0638,2025-05-16,Southeast,Technology,Laptop Stand,6,54.99,0,329.94,168.0,161.94
ORD-0639,2025-02-25,Northeast,Technology,USB-C Hub,8,44.99,0.15,305.93,160.0,145.93
ORD-0640,2025-08-03,Southeast,Office Supplies,Gel Pen Set,7,9.99,0,69.93,24.5,45.43
ORD-0641,2025-10-07,West,Technology,USB-C Hub,10,44.99,0.15,382.42,200.0,182.42
ORD-0642,2025-12-18,Southeast,Technology,USB-C Hub,2,44.99,0,89.98,40.0,49.98
ORD-0643,2025-05-31,Northeast,Office Supplies,Printer Paper,2,11.99,0,23.98,10.0,13.98
ORD-0644,2025-06-25,Southeast,Office Supplies,Desk Organizer,12,24.99,0,299.88,120.0,179.88
ORD-0645,2025-10-08,Northeast,Office Supplies,Gel Pen Set,12,9.99,0,119.88,42.0,77.88
ORD-0646,2025-08-09,Southeast,Furniture,Desk Lamp,3,39.99,0,119.97,54.0,65.97
ORD-0647,2025-02-21,Central,Technology,Wireless Mouse,7,29.99,0.15,178.44,91.0,87.44
ORD-0648,2025-10-11,Central,Furniture,Bookshelf,5,119.99,0,599.95,340.0,259.95
ORD-0649,2025-02-19,Northeast,Office Supplies,Gel Pen Set,3,9.99,0,29.97,10.5,19.47
ORD-0650,2025-07-04,Northeast,Office Supplies,Notebook Pack,5,14.99,0.15,63.71,30.0,33.71
ORD-0651,2025-11-17,West,Technology,Laptop Stand,1,54.99,0,54.99,28.0,26.99
ORD-0652,2025-03-29,Central,Technology,USB-C Hub,2,44.99,0,89.98,40.0,49.98
ORD-0653,2025-07-23,West,Office Supplies,Printer Paper,2,11.99,0.15,20.38,10.0,10.38
ORD-0654,2025-10-06,West,Technology,Mechanical Keyboard,7,79.99,0,559.93,273.0,286.93
ORD-0655,2025-04-06,West,Technology,Mechanical Keyboard,8,79.99,0.05,607.92,312.0,295.92
ORD-0656,2025-05-15,Southeast,Office Supplies,Notebook Pack,3,14.99,0.15,38.22,18.0,20.22
ORD-0657,2025-12-08,Northeast,Technology,Mechanical Keyboard,9,79.99,0.05,683.91,351.0,332.91
ORD-0658,2025-10-29,Southeast,Furniture,Office Chair,7,189.99,0.1,1196.94,735.0,461.94
ORD-0659,2025-08-03,West,Furniture,Standing Desk,8,329.99,0,2639.92,1640.0,999.92
ORD-0660,2025-02-10,West,Furniture,Office Chair,9,189.99,0.1,1538.92,945.0,593.92
ORD-0661,2025-09-22,Southeast,Technology,USB-C Hub,3,44.99,0,134.97,60.0,74.97
ORD-0662,2025-04-19,Southeast,Technology,Laptop Stand,7,54.99,0,384.93,196.0,188.93
ORD-0663,2025-12-16,West,Technology,Wireless Mouse,10,29.99,0,299.9,130.0,169.9
ORD-0664,2025-06-13,Northeast,Technology,USB-C Hub,9,44.99,0.05,384.66,180.0,204.66
ORD-0665,2025-10-10,Central,Office Supplies,Gel Pen Set,1,9.99,0.15,8.49,3.5,4.99
ORD-0666,2025-11-16,West,Technology,USB-C Hub,3,44.99,0,134.97,60.0,74.97
ORD-0667,2025-10-18,Northeast,Technology,Laptop Stand,5,54.99,0.1,247.45,140.0,107.45
ORD-0668,2025-06-26,West,Office Supplies,Gel Pen Set,11,9.99,0.05,104.4,38.5,65.9
ORD-0669,2025-10-20,West,Technology,Wireless Mouse,5,29.99,0.05,142.45,65.0,77.45
ORD-0670,2025-03-15,West,Technology,USB-C Hub,6,44.99,0.15,229.45,120.0,109.45
ORD-0671,2025-05-02,Northeast,Furniture,Desk Lamp,5,39.99,0,199.95,90.0,109.95
ORD-0672,2025-01-11,Central,Office Supplies,Printer Paper,5,11.99,0.05,56.95,25.0,31.95
ORD-0673,2025-12-23,Northeast,Technology,Wireless Mouse,5,29.99,0.15,127.46,65.0,62.46
ORD-0674,2025-08-15,Central,Office Supplies,Gel Pen Set,10,9.99,0.15,84.92,35.0,49.92
ORD-0675,2025-02-15,Southeast,Office Supplies,Desk Organizer,7,24.99,0.15,148.69,70.0,78.69
ORD-0676,2025-09-06,Central,Technology,Wireless Mouse,2,29.99,0,59.98,26.0,33.98
ORD-0677,2025-12-30,West,Technology,Laptop Stand,3,54.99,0,164.97,84.0,80.97
ORD-0678,2025-04-13,Northeast,Technology,Laptop Stand,8,54.99,0,439.92,224.0,215.92
ORD-0679,2025-07-04,Southeast,Office Supplies,Printer Paper,8,11.99,0.1,86.33,40.0,46.33
ORD-0680,2025-07-23,Northeast,Furniture,Office Chair,4,189.99,0,759.96,420.0,339.96
ORD-0681,2025-09-08,West,Technology,USB-C Hub,10,44.99,0.1,404.91,200.0,204.91
ORD-0682,2025-06-29,Central,Technology,Mechanical Keyboard,12,79.99,0.15,815.9,468.0,347.9
ORD-0683,2025-02-16,Central,Technology,USB-C Hub,1,44.99,0,44.99,20.0,24.99
ORD-0684,2025-10-20,Southeast,Technology,Wireless Mouse,11,29.99,0,329.89,143.0,186.89
ORD-0685,2025-05-18,West,Furniture,Office Chair,11,189.99,0,2089.89,1155.0,934.89
ORD-0686,2025-08-31,Southeast,Furniture,Standing Desk,10,329.99,0,3299.9,2050.0,1249.9
ORD-0687,2025-04-25,Central,Furniture,Bookshelf,12,119.99,0.15,1223.9,816.0,407.9
ORD-0688,2025-11-26,Central,Office Supplies,Gel Pen Set,6,9.99,0.05,56.94,21.0,35.94
ORD-0689,2025-05-10,Southeast,Office Supplies,Printer Paper,11,11.99,0.1,118.7,55.0,63.7
ORD-0690,2025-11-16,West,Furniture,Office Chair,1,189.99,0.1,170.99,105.0,65.99
ORD-0691,2025-12-06,Central,Furniture,Bookshelf,5,119.99,0.15,509.96,340.0,169.96
ORD-0692,2025-02-25,West,Technology,Mechanical Keyboard,5,79.99,0.15,339.96,195.0,144.96
ORD-0693,2025-06-16,Central,Office Supplies,Printer Paper,4,11.99,0,47.96,20.0,27.96
ORD-0694,2025-09-22,Southeast,Technology,USB-C Hub,11,44.99,0,494.89,220.0,274.89
ORD-0695,2025-12-15,Southeast,Furniture,Office Chair,11,189.99,0.05,1985.4,1155.0,830.4
ORD-0696,2025-06-01,Central,Office Supplies,Gel Pen Set,7,9.99,0.15,59.44,24.5,34.94
ORD-0697,2025-01-19,Southeast,Office Supplies,Desk Organizer,11,24.99,0.1,247.4,110.0,137.4
ORD-0698,2025-11-23,West,Furniture,Bookshelf,9,119.99,0,1079.91,612.0,467.91
ORD-0699,2025-03-29,Southeast,Office Supplies,Notebook Pack,8,14.99,0,119.92,48.0,71.92
ORD-0700,2025-05-13,Southeast,Furniture,Bookshelf,11,119.99,0,1319.89,748.0,571.89
ORD-0701,2025-04-24,Central,Technology,Mechanical Keyboard,7,79.99,0,559.93,273.0,286.93
ORD-0702,2025-07-10,Central,Furniture,Bookshelf,8,119.99,0,959.92,544.0,415.92
ORD-0703,2025-08-29,Northeast,Furniture,Office Chair,8,189.99,0,1519.92,840.0,679.92
ORD-0704,2025-09-14,Northeast,Furniture,Desk Lamp,9,39.99,0,359.91,162.0,197.91
ORD-0705,2025-07-31,Northeast,Technology,Wireless Mouse,4,29.99,0,119.96,52.0,67.96
ORD-0706,2025-07-29,West,Technology,Mechanical Keyboard,12,79.99,0,959.88,468.0,491.88
ORD-0707,2025-02-11,West,Office Supplies,Desk Organizer,6,24.99,0.15,127.45,60.0,67.45
ORD-0708,2025-01-30,Northeast,Office Supplies,Printer Paper,4,11.99,0,47.96,20.0,27.96
ORD-0709,2025-10-23,Southeast,Office Supplies,Notebook Pack,3,14.99,0.1,40.47,18.0,22.47
ORD-0710,2025-08-11,West,Office Supplies,Gel Pen Set,8,9.99,0.05,75.92,28.0,47.92
ORD-0711,2025-01-03,Northeast,Furniture,Standing Desk,12,329.99,0,3959.88,2460.0,1499.88
ORD-0712,2025-01-08,Central,Furniture,Standing Desk,1,329.99,0.15,280.49,205.0,75.49
ORD-0713,2025-01-03,Southeast,Technology,Mechanical Keyboard,5,79.99,0,399.95,195.0,204.95
ORD-0714,2025-02-22,West,Furniture,Bookshelf,3,119.99,0,359.97,204.0,155.97
ORD-0715,2025-01-24,Central,Office Supplies,Gel Pen Set,12,9.99,0.1,107.89,42.0,65.89
ORD-0716,2025-11-02,Central,Office Supplies,Desk Organizer,6,24.99,0.05,142.44,60.0,82.44
ORD-0717,2025-07-03,Southeast,Technology,USB-C Hub,1,44.99,0,44.99,20.0,24.99
ORD-0718,2025-04-25,Southeast,Technology,Laptop Stand,10,54.99,0.1,494.91,280.0,214.91
ORD-0719,2025-03-28,Northeast,Office Supplies,Notebook Pack,7,14.99,0.15,89.19,42.0,47.19
ORD-0720,2025-05-11,Northeast,Furniture,Office Chair,11,189.99,0,2089.89,1155.0,934.89
ORD-0721,2025-12-01,Northeast,Technology,Laptop Stand,7,54.99,0.05,365.68,196.0,169.68
ORD-0722,2025-07-14,Northeast,Furniture,Bookshelf,8,119.99,0.15,815.93,544.0,271.93
ORD-0723,2025-03-20,Southeast,Furniture,Office Chair,5,189.99,0.05,902.45,525.0,377.45
ORD-0724,2025-12-05,Northeast,Furniture,Bookshelf,10,119.99,0.1,1079.91,680.0,399.91
ORD-0725,2025-12-25,Southeast,Office Supplies,Notebook Pack,9,14.99,0.15,114.67,54.0,60.67
ORD-0726,2025-11-13,Northeast,Office Supplies,Notebook Pack,2,14.99,0.05,28.48,12.0,16.48
ORD-0727,2025-04-12,Southeast,Office Supplies,Desk Organizer,6,24.99,0.15,127.45,60.0,67.45
ORD-0728,2025-07-29,Central,Technology,Laptop Stand,9,54.99,0.05,470.16,252.0,218.16
ORD-0729,2025-04-17,West,Office Supplies,Desk Organizer,1,24.99,0,24.99,10.0,14.99
ORD-0730,2025-12-10,Northeast,Technology,USB-C Hub,3,44.99,0,134.97,60.0,74.97
ORD-0731,2025-09-19,Northeast,Furniture,Office Chair,5,189.99,0.15,807.46,525.0,282.46
ORD-0732,2025-04-29,West,Office Supplies,Printer Paper,8,11.99,0,95.92,40.0,55.92
ORD-0733,2025-02-21,Southeast,Technology,Mechanical Keyboard,6,79.99,0.15,407.95,234.0,173.95
ORD-0734,2025-06-10,West,Furniture,Office Chair,2,189.99,0,379.98,210.0,169.98
ORD-0735,2025-01-05,Southeast,Furniture,Standing Desk,6,329.99,0,1979.94,1230.0,749.94
ORD-0736,2025-08-13,Central,Furniture,Office Chair,6,189.99,0,1139.94,630.0,509.94
ORD-0737,2025-04-04,Northeast,Office Supplies,Gel Pen Set,8,9.99,0,79.92,28.0,51.92
ORD-0738,2025-07-17,West,Office Supplies,Desk Organizer,2,24.99,0,49.98,20.0,29.98
ORD-0739,2025-12-23,Northeast,Technology,Laptop Stand,7,54.99,0.1,346.44,196.0,150.44
ORD-0740,2025-09-05,West,Technology,USB-C Hub,6,44.99,0.1,242.95,120.0,122.95
ORD-0741,2025-01-15,Southeast,Office Supplies,Gel Pen Set,2,9.99,0.05,18.98,7.0,11.98
ORD-0742,2025-08-14,Northeast,Technology,Mechanical Keyboard,11,79.99,0,879.89,429.0,450.89
ORD-0743,2025-01-07,Southeast,Furniture,Bookshelf,9,119.99,0.1,971.92,612.0,359.92
ORD-0744,2025-12-19,Northeast,Office Supplies,Desk Organizer,8,24.99,0,199.92,80.0,119.92
ORD-0745,2025-12-06,West,Technology,Laptop Stand,1,54.99,0.15,46.74,28.0,18.74
ORD-0746,2025-03-22,West,Office Supplies,Desk Organizer,2,24.99,0.05,47.48,20.0,27.48
ORD-0747,2025-06-14,Southeast,Office Supplies,Printer Paper,1,11.99,0.1,10.79,5.0,5.79
ORD-0748,2025-04-25,West,Office Supplies,Desk Organizer,2,24.99,0.05,47.48,20.0,27.48
ORD-0749,2025-08-16,West,Technology,USB-C Hub,8,44.99,0,359.92,160.0,199.92
ORD-0750,2025-03-02,West,Furniture,Office Chair,2,189.99,0.05,360.98,210.0,150.98
ORD-0751,2025-07-31,Northeast,Furniture,Office Chair,2,189.99,0.1,341.98,210.0,131.98
ORD-0752,2025-11-13,Central,Furniture,Standing Desk,11,329.99,0.15,3085.41,2255.0,830.41
ORD-0753,2025-08-22,Central,Office Supplies,Notebook Pack,4,14.99,0.05,56.96,24.0,32.96
ORD-0754,2025-06-19,West,Furniture,Bookshelf,12,119.99,0.05,1367.89,816.0,551.89
ORD-0755,2025-02-28,Northeast,Furniture,Standing Desk,1,329.99,0,329.99,205.0,124.99
ORD-0756,2025-07-01,Central,Furniture,Bookshelf,12,119.99,0,1439.88,816.0,623.88
ORD-0757,2025-01-24,Southeast,Office Supplies,Desk Organizer,12,24.99,0.15,254.9,120.0,134.9
ORD-0758,2025-07-29,Northeast,Office Supplies,Desk Organizer,4,24.99,0,99.96,40.0,59.96
ORD-0759,2025-07-21,Southeast,Office Supplies,Desk Organizer,12,24.99,0,299.88,120.0,179.88
ORD-0760,2025-02-25,West,Technology,Laptop Stand,8,54.99,0.05,417.92,224.0,193.92
ORD-0761,2025-12-04,Southeast,Office Supplies,Notebook Pack,9,14.99,0.15,114.67,54.0,60.67
ORD-0762,2025-01-25,West,Furniture,Desk Lamp,9,39.99,0,359.91,162.0,197.91
ORD-0763,2025-12-21,Southeast,Furniture,Standing Desk,2,329.99,0.05,626.98,410.0,216.98
ORD-0764,2025-12-03,Central,Furniture,Desk Lamp,7,39.99,0.1,251.94,126.0,125.94
ORD-0765,2025-12-21,Southeast,Office Supplies,Gel Pen Set,6,9.99,0,59.94,21.0,38.94
ORD-0766,2025-08-20,Southeast,Technology,USB-C Hub,10,44.99,0.15,382.42,200.0,182.42
ORD-0767,2025-09-20,Central,Furniture,Bookshelf,12,119.99,0.15,1223.9,816.0,407.9
ORD-0768,2025-10-11,Southeast,Technology,Wireless Mouse,10,29.99,0.15,254.91,130.0,124.91
ORD-0769,2025-05-29,Central,Furniture,Standing Desk,12,329.99,0.15,3365.9,2460.0,905.9
ORD-0770,2025-04-02,Central,Furniture,Office Chair,6,189.99,0.1,1025.95,630.0,395.95
ORD-0771,2025-09-03,West,Furniture,Bookshelf,7,119.99,0,839.93,476.0,363.93
ORD-0772,2025-09-25,Northeast,Technology,USB-C Hub,3,44.99,0,134.97,60.0,74.97
ORD-0773,2025-12-10,Northeast,Technology,Mechanical Keyboard,3,79.99,0,239.97,117.0,122.97
ORD-0774,2025-12-16,Central,Technology,Laptop Stand,12,54.99,0,659.88,336.0,323.88
ORD-0775,2025-04-15,Northeast,Office Supplies,Gel Pen Set,2,9.99,0.1,17.98,7.0,10.98
ORD-0776,2025-12-12,Southeast,Furniture,Desk Lamp,4,39.99,0.1,143.96,72.0,71.96
ORD-0777,2025-12-23,Central,Furniture,Office Chair,7,189.99,0.05,1263.43,735.0,528.43
ORD-0778,2025-08-02,Central,Furniture,Office Chair,1,189.99,0.15,161.49,105.0,56.49
ORD-0779,2025-05-09,Southeast,Furniture,Desk Lamp,4,39.99,0.15,135.97,72.0,63.97
ORD-0780,2025-12-27,Central,Furniture,Standing Desk,12,329.99,0,3959.88,2460.0,1499.88
ORD-0781,2025-05-31,West,Technology,Laptop Stand,3,54.99,0,164.97,84.0,80.97
ORD-0782,2025-09-21,Northeast,Office Supplies,Notebook Pack,7,14.99,0,104.93,42.0,62.93
ORD-0783,2025-10-12,Central,Technology,Wireless Mouse,10,29.99,0,299.9,130.0,169.9
ORD-0784,2025-01-03,Central,Office Supplies,Desk Organizer,1,24.99,0,24.99,10.0,14.99
ORD-0785,2025-06-15,Northeast,Furniture,Bookshelf,8,119.99,0.1,863.93,544.0,319.93
ORD-0786,2025-10-09,Central,Technology,Mechanical Keyboard,9,79.99,0,719.91,351.0,368.91
ORD-0787,2025-04-05,Northeast,Furniture,Standing Desk,7,329.99,0.1,2078.94,1435.0,643.94
ORD-0788,2025-10-02,West,Technology,Mechanical Keyboard,4,79.99,0,319.96,156.0,163.96
ORD-0789,2025-12-06,Central,Office Supplies,Printer Paper,5,11.99,0,59.95,25.0,34.95
ORD-0790,2025-11-13,West,Furniture,Office Chair,2,189.99,0.15,322.98,210.0,112.98
ORD-0791,2025-06-27,West,Technology,Wireless Mouse,1,29.99,0.15,25.49,13.0,12.49
ORD-0792,2025-06-14,West,Technology,USB-C Hub,5,44.99,0.1,202.46,100.0,102.46
ORD-0793,2025-05-25,Northeast,Furniture,Bookshelf,9,119.99,0.1,971.92,612.0,359.92
ORD-0794,2025-08-17,West,Technology,Mechanical Keyboard,11,79.99,0,879.89,429.0,450.89
ORD-0795,2025-06-14,Northeast,Technology,Wireless Mouse,9,29.99,0.1,242.92,117.0,125.92
ORD-0796,2025-01-04,Northeast,Technology,Wireless Mouse,11,29.99,0.05,313.4,143.0,170.4
